0,0.0021701986762759366,0.0004863413578196382,2.361291196833174e-06,0.9002899868991967,0.0002076143234855994,1.6830711721217856e-09,0,0,0,1,0,0
1,0.0029697375493947797,6.897910677298754e-07,1.7840263781974096e-05,0.9960876819306653,0.0052460093368181734,9.992357587792043e-09,0,0,0,1,0,0
2,0.0988691856064308,0.1058647865628959,2.3434788981752614e-05,0.9996345261347578,1.1974982242632577e-06,1.6826982097369547e-11,0,0,0,1,0,0
3,0.14412328901457522,2.4857585360247235e-05,0.009447095304698176,0.7766137524777157,4.399758307951964e-05,9.984014889142802e-10,0,0,0,1,0,0
4,0.11553887580330276,0.0002761155548928649,0.0007580466441871132,0.9925871579145279,1.3455671788868033e-05,1.611745478672438e-11,0,0,0,1,0,0
5,2.427620993062448e-05,4.539331043094051e-06,0.00010879516899272014,0.9982651872822352,0.004271922879933613,1.7073556002160673e-09,0,0,0,1,0,0
6,0.26200581212372315,7.475903966091634e-06,0.05090837329199334,0.8089097006130304,0.0009603724629279034,1.3297510384993578e-09,0,0,0,1,0,0
7,1.2624733464055914e-06,7.138778290147787e-05,2.9334759992801534e-06,0.9812340413528321,0.0006138916586630351,3.478216370500303e-06,0,0,0,1,0,0
8,0.0379347287060805,0.00026340906950457943,0.0007015577419456266,0.2373994903751038,0.0012440686845125587,1.4185758781278246e-07,0,0,0,1,0,0
9,0.0058435412712818935,0.006558590573040417,0.00013415403619707606,0.7323332625045823,1.479281260243891e-05,5.397787202290671e-09,0,0,0,1,0,0
10,1.1994629367061702e-06,0.15762597856228727,1.1743979209667172e-06,0.9343355751442924,1.751660176051387e-05,7.109566137967695e-07,0,0,0,1,0,0
11,6.030370539245203e-16,2.4301833245611724e-07,3.739867554217157e-05,0.9999659940950156,0.0013687198085486,5.2860041730012185e-14,0,0,0,1,0,0
12,2.7031594865614263e-10,1.0367000740234332e-06,2.4143741213346747e-06,0.9992881474554969,0.00027555524448657115,1.160056090264628e-13,0,0,0,1,0,0
